region,prefecture,commune,nom,categorie,statut,en_service,lon,lat
Maritime,Golfe,Golfe 5,FUCEC Togo Togo Totsi,Micro-Finance,Utilisé,True,1.18821,6.19602
Maritime,Golfe,Golfe 5,Assilassime Solidarité,Micro-Finance,Utilisé,True,1.17036,6.18199
Maritime,Golfe,Golfe 1,Microfinance Alida,Micro-Finance,Utilisé,True,1.24444,6.14288
Maritime,Golfe,Golfe 6,COCPAV Logoté,Micro-Finance,Utilisé,True,1.31293,6.17476
Maritime,Golfe,Golfe 1,Banque Atlantique bè Marché,Banque,Fermé,False,1.24458,6.14386
Maritime,Golfe,Golfe 1,FABES Microfinance de Be Kpehenou,Micro-Finance,Néant,True,1.2403,6.14002
Maritime,Golfe,Golfe 7,Institution de Microfinance CECL Yokoe,Micro-Finance,Utilisé,True,1.15878,6.1821
Maritime,Golfe,Golfe 1,Coopérative ICEC,Micro-Finance,Utilisé,True,1.23978,6.20946
Maritime,Golfe,Golfe 6,MECPIP Avépozo,Micro-Finance,Utilisé,True,1.34563,6.16965
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,COOPEC la Fructueuse,Micro-Finance,Utilisé,True,1.21249,6.22627
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,BSIC Agoe,Banque,Néant,True,1.21084,6.23123
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Mutuelle CEF-MF,Micro-Finance,Utilisé,True,1.20259,6.19991
Maritime,Golfe,Golfe 5,Sanlam Lomégan,Assurance,Utilisé,True,1.19962,6.18256
Maritime,Golfe,Golfe 5,Sanlam Totsi,Assurance,Utilisé,True,1.19179,6.19106
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Sanlam Agbalepedogan,Assurance,Utilisé,True,1.19745,6.20014
Maritime,Golfe,Golfe 5,Microfinance MECPIP de Agbalepedogan,Micro-Finance,Utilisé,True,1.20001,6.19806
Maritime,Golfe,Golfe 5,ECOBANK Totsi,Banque,Utilisé,True,1.19048,6.19262
Maritime,Golfe,Golfe 3,BTCI Agbalépédogan,Banque,Utilisé,True,1.20833,6.1894
Maritime,Golfe,Golfe 3,ORABANK Agbalépédo,Banque,Utilisé,True,1.20841,6.192
Maritime,Golfe,Golfe 5,COFEC Microfinance,Micro-Finance,Utilisé,True,1.17579,6.18821
Maritime,Golfe,Golfe 5,Mutuelle ASJD Avédji,Mutuelle,Utilisé,True,1.17275,6.20252
Maritime,Golfe,Golfe 5,WAGES Adidogome,Micro-Finance,Utilisé,True,1.16999,6.18217
Maritime,Golfe,Golfe 3,COOPEC Echoppe,Micro-Finance,Utilisé,True,1.21743,6.15248
Maritime,Golfe,Golfe 5,FINAM Agence Madiba,Micro-Finance,Utilisé,True,1.14834,6.20028
Maritime,Golfe,Golfe 5,COOPEC Ave Agence Adidogome,Micro-Finance,Utilisé,True,1.16005,6.19053
Maritime,Golfe,Golfe 5,BSIC Adidogome,Banque,Utilisé,True,1.16651,6.18539
Maritime,Golfe,Golfe 5,COOPEC Solidarite,Micro-Finance,Utilisé,True,1.16916,6.18309
Maritime,Golfe,Golfe 5,BTCI Adidogome,Banque,Utilisé,True,1.17082,6.18165
Maritime,Golfe,Golfe 5,Microfinance Adidogome,Micro-Finance,Utilisé,True,1.17092,6.18105
Maritime,Golfe,Golfe 5,Banque Atlantique Adidogome,Banque,Utilisé,True,1.18133,6.17585
Maritime,Golfe,Golfe 5,ORABANK Adidogome,Banque,Utilisé,True,1.18162,6.1757
Maritime,Golfe,Golfe 5,COOPEC Grâce plus Aménopé,Micro-Finance,Utilisé,True,1.15225,6.19724
Maritime,Golfe,Golfe 7,Ardi-mec Togo Adidogome Assiyeye,Micro-Finance,Utilisé,True,1.15003,6.19833
Maritime,Golfe,Golfe 1,Sanlam Bé,Assurance,Utilisé,True,1.23825,6.13903
Maritime,Golfe,Golfe 1,Echoppe Togo,Micro-Finance,Utilisé,True,1.27436,6.16726
Maritime,Golfe,Golfe 5,BTCI ADidogome Assiyeye,Banque,Utilisé,True,1.14754,6.20118
Maritime,Golfe,Golfe 5,Microfinance FINAM Adidogome Madiba,Micro-Finance,Utilisé,True,1.14836,6.20051
Maritime,Golfe,Golfe 7,Microfinance MECPIPI,Micro-Finance,Utilisé,True,1.15141,6.19057
Maritime,Golfe,Golfe 3,COOPEC AD Agence Ramco,Micro-Finance,Utilisé,True,1.21878,6.15068
Maritime,Golfe,Golfe 5,ECOBANK Adidogome Amadahome,Banque,Utilisé,True,1.15261,6.19687
Maritime,Golfe,Golfe 5,ORABANK Agence Avedji,Banque,Utilisé,True,1.18115,6.20204
Maritime,Golfe,Golfe 5,BSIC Adidogome Assiyeye,Banque,Utilisé,True,1.14844,6.20128
Maritime,Golfe,Golfe 5,SUNU Bank Agence Adidogome,Banque,Utilisé,True,1.16599,6.18537
Maritime,Golfe,Golfe 5,NSIA Assurance Adidogome,Assurance,Utilisé,True,1.17287,6.17989
Maritime,Golfe,Golfe 5,GTA Assurance Adidogomé,Assurance,Utilisé,True,1.17679,6.17814
Maritime,Golfe,Golfe 5,FINAM Agence Principale,Micro-Finance,Utilisé,True,1.18113,6.1754
Maritime,Golfe,Golfe 5,Sanlam Adidogome,Assurance,Utilisé,True,1.18103,6.17578
Maritime,Golfe,Golfe 5,BIA Togo Adidogome,Banque,Utilisé,True,1.18161,6.17522
Maritime,Golfe,Golfe 5,Mutuelle Nevaeme,Micro-Finance,Utilisé,True,1.19584,6.17024
Maritime,Golfe,Golfe 3,BSIC Klikame,Banque,Utilisé,True,1.20539,6.17958
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Mutuelle la Dignite,Micro-Finance,Utilisé,True,1.20353,6.25613
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,COOPAD Agoe Zongo,Micro-Finance,Utilisé,True,1.20855,6.25159
Maritime,Golfe,Golfe 1,COOPEC Maturite,Micro-Finance,Utilisé,True,1.24267,6.14224
Maritime,Golfe,Golfe 4,CORIS Bank Attikoumé,Banque,Néant,True,1.20253,6.16555
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,IB Bank Haoussa-Zongo,Banque,Utilisé,True,1.20777,6.26093
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,La Pyramide Sarl,Micro-Finance,Utilisé,True,1.22645,6.22191
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Microfinance WAGES,Micro-Finance,Utilisé,True,1.21141,6.22896
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,SUNU Bank Agence Agoe,Banque,Utilisé,True,1.21088,6.23103
Maritime,Golfe,Golfe 4,BSIC Nyekonakpoè,Banque,Néant,True,1.20932,6.12655
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,SPT Zongo,Banque,Utilisé,True,1.20939,6.2538
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,COOPEC DECA,Micro-Finance,Utilisé,True,1.19806,6.25008
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,IFRJRJRJ,Micro-Finance,Néant,True,1.21263,6.23081
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Microfinance MECI Agoe demakpoe,Micro-Finance,Utilisé,True,1.20378,6.23901
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,COOPEC AD Agoe Assiyeye,Micro-Finance,Utilisé,True,1.19565,6.23113
Maritime,Golfe,Golfe 5,Microfinance CECA ADidogome,Micro-Finance,Utilisé,True,1.15346,6.19586
Maritime,Golfe,Golfe 7,WAGES Avoeme,Micro-Finance,Utilisé,True,1.13622,6.19357
Maritime,Golfe,Golfe 7,Sanlam Segbe,Assurance,Utilisé,True,1.12239,6.19341
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Microfinance COECEB Agoè Gbonvé,Micro-Finance,Utilisé,True,1.18401,6.21735
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Millenium Microfinance Atchanve,Micro-Finance,Utilisé,True,1.21041,6.2307
Maritime,Golfe,Golfe 4,SPT Nyekonakpoe,Banque,Utilisé,True,1.20905,6.12742
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Club Entraide Sans Frontière Microfinance,Micro-Finance,Utilisé,True,1.20809,6.25751
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,COOPEC AD Atchanve,Micro-Finance,Utilisé,True,1.21587,6.22516
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Banque Atlantique Agoè plantation,Banque,Utilisé,True,1.21032,6.23414
Maritime,Golfe,Golfe 1,Banque Atlantique Ahadji-Kpota,Banque,Utilisé,True,1.28441,6.15895
Maritime,Golfe,Golfe 1,Banque SAB,Banque,Utilisé,True,1.28392,6.15884
Maritime,Golfe,Golfe 1,FINAM de Be Kpota,Micro-Finance,Utilisé,True,1.26472,6.16123
Maritime,Golfe,Golfe 4,BCEAO Nyékonakpoè,Banque,Néant,True,1.21234,6.12725
Maritime,Golfe,Golfe 1,Microfinance Millenium Akodessewa,Micro-Finance,Utilisé,True,1.25208,6.14949
Maritime,Golfe,Golfe 1,COOPEC Solidarite Bè-Est,Micro-Finance,Utilisé,True,1.26023,6.15141
Maritime,Golfe,Golfe 1,COOPEC Ave Bèkpota,Micro-Finance,Utilisé,True,1.26648,6.16279
Maritime,Golfe,Golfe 1,COCEC Anfame,Micro-Finance,Utilisé,True,1.27659,6.16502
Maritime,Golfe,Golfe 6,COOPEC Solidarite Baguida,Micro-Finance,Utilisé,True,1.30127,6.16898
Maritime,Golfe,Golfe 2,COCEC Atiegougan,Micro-Finance,Utilisé,True,1.25857,6.19366
Maritime,Golfe,Golfe 1,SPT Adakpame,Banque,Utilisé,True,1.28943,6.17018
Maritime,Golfe,Golfe 3,UTB Tokoin Tresor,Banque,Utilisé,True,1.21726,6.15332
Maritime,Golfe,Golfe 1,Banque Atlantique de Lomé Port,Banque,Utilisé,True,1.27531,6.14348
Maritime,Golfe,Golfe 3,UTB Adewui,Banque,Utilisé,True,1.21514,6.16175
Maritime,Golfe,Golfe 3,Micro_finance ICEC,Micro-Finance,Utilisé,True,1.22059,6.15242
Maritime,Vo,Vo 4,SPT Hahotoe,Banque,Utilisé,True,1.40896,6.36146
Maritime,Golfe,Golfe 3,COOPEC TRASSTO,Micro-Finance,Utilisé,True,1.22475,6.14937
Maritime,Golfe,Golfe 3,Banque Atlantique Tokoin SOTED,Banque,Utilisé,True,1.2213,6.15228
Maritime,Golfe,Golfe 3,ORABANK Tokoin,Banque,Utilisé,True,1.21919,6.1485
Maritime,Golfe,Golfe 1,Microfinance la Rosee de Dieu,Micro-Finance,Utilisé,True,1.27098,6.17198
Maritime,Golfe,Golfe 1,MECIT BE-KPOTA,Banque,Néant,True,1.26356,6.15895
Maritime,Golfe,Golfe 1,WAGES Akodessewa,Micro-Finance,Utilisé,True,1.2667,6.15317
Maritime,Golfe,Golfe 1,Mutuelle Nevaeme,Micro-Finance,Utilisé,True,1.25464,6.15032
Maritime,Golfe,Golfe 3,CORIS Bank International,Banque,Utilisé,True,1.22272,6.16434
Maritime,Golfe,Golfe 1,ECOBANK d'Akodessewa,Banque,Utilisé,True,1.26579,6.15309
Maritime,Golfe,Golfe 1,SPT Dzifa Kpota,Banque,Utilisé,True,1.27,6.16491
Maritime,Golfe,Golfe 4,NSIA Banque - Direction générale,Banque,Utilisé,True,1.22806,6.13662
Maritime,Golfe,Golfe 6,ECOBANK Baguida,Banque,Utilisé,True,1.32693,6.16433
Maritime,Golfe,Golfe 1,UTB Be Kpota,Banque,Utilisé,True,1.25504,6.1581
Maritime,Golfe,Golfe 2,UTB Hedzranawo,Banque,Utilisé,True,1.24049,6.18261
Maritime,Golfe,Golfe 2,UTB Novissi Jean Paul 2,Banque,Utilisé,True,1.23457,6.17447
Maritime,Agoè-Nyivé,Agoè-Nyivé 2,UMECTO Zossime,Micro-Finance,Utilisé,True,1.15334,6.23331
Maritime,Golfe,Golfe 3,UTB Sgi,Banque,Utilisé,True,1.21231,6.18819
Maritime,Golfe,Golfe 3,UTB Cadastre,Banque,Utilisé,True,1.22036,6.16313
Maritime,Golfe,Golfe 4,UTB Kwadjoviakope,Banque,Utilisé,True,1.19973,6.11369
Maritime,Golfe,Golfe 5,UTB Adidogome,Banque,Utilisé,True,1.18444,6.17394
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,WAGES Sanguera,Micro-Finance,Utilisé,True,1.11706,6.22776
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,FUCEC Togo -Togo COOPEC Akepe,Micro-Finance,Utilisé,True,1.1164,6.22835
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,COOPEC Grace Plus Agningbe,Micro-Finance,Utilisé,True,1.11251,6.2301
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,WAGES Zossime,Micro-Finance,Utilisé,True,1.15019,6.2327
Maritime,Agoè-Nyivé,Agoè-Nyivé 2,FUCEC Togo Zossime,Micro-Finance,Utilisé,True,1.15153,6.23406
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,CEC Canaan Assigomé,Micro-Finance,Utilisé,True,1.15881,6.22747
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Assilassime Solidarite Agence Vakpossito,Micro-Finance,Utilisé,True,1.16355,6.21783
Maritime,Golfe,Golfe 4,ORABANK Awsivito,Banque,Néant,True,1.22256,6.13071
Maritime,Golfe,Golfe 4,BIA Togo Amoutivé,Banque,Néant,True,1.22281,6.13507
Maritime,Golfe,Golfe 4,SUNU Bank Hanoukopé,Banque,Néant,True,1.21906,6.13519
Maritime,Golfe,Golfe 4,BIDC,Banque,Néant,True,1.2244,6.13627
Maritime,Golfe,Golfe 4,COFINA,Micro-Finance,Néant,True,1.20992,6.1219
Maritime,Golfe,Golfe 1,CORIS Bank Dekon,Banque,Néant,True,1.23563,6.13365
Maritime,Golfe,Golfe 4,BOA Adawalto,Banque,Néant,True,1.22426,6.12277
Maritime,Golfe,Golfe 3,FUCEC Togo Attikoumé,Micro-Finance,Néant,True,1.20284,6.16735
Kara,Kéran,Kéran 1,Promo Finance Kanté,Micro-Finance,Utilisé,True,1.04743,9.94722
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Club Entraide Sans Frontiere Microfinance( CEF-MF),Micro-Finance,Utilisé,True,1.2177,6.32404
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,SPT Adeticope,Banque,Utilisé,True,1.21687,6.3177
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,FEDES Togo,Micro-Finance,Utilisé,True,1.2177,6.31737
Kara,Dankpen,Dankpen 1,SPT Guerin Kouka,Banque,Néant,True,0.6089,9.68508
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,ASJD LEO 2000,Micro-Finance,Utilisé,True,1.17705,6.2114
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Microfinance Trinité,Micro-Finance,Utilisé,True,1.15969,6.21851
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,DSA Bank Vakpossito,Banque,Utilisé,True,1.15932,6.21909
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Microfinance MEDAD,Micro-Finance,Utilisé,True,1.15257,6.21851
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Microfinance Ardi-mec,Micro-Finance,Utilisé,True,1.16078,6.2137
Maritime,Golfe,Golfe 5,Microfinance COCEC,Micro-Finance,Néant,True,1.15805,6.21033
Kara,Kéran,Kéran 1,SPT Kanté,Banque,Utilisé,True,1.04749,9.95938
Kara,Kéran,Kéran 1,FUCEC Togo Kante,Micro-Finance,Utilisé,True,1.04571,9.95866
Kara,Kéran,Kéran 1,SUNU Bank Kanté,Banque,Utilisé,True,1.05391,9.95706
Kara,Kéran,Kéran 1,MUFEC Kanté,Micro-Finance,Utilisé,True,1.04889,9.95888
Maritime,Zio,Zio 2,FECECAV Kovie,Micro-Finance,Utilisé,True,1.10754,6.34103
Kara,Kéran,Kéran 1,ORABANK Kanté,Banque,Utilisé,True,1.04688,9.95222
Kara,Kéran,Kéran 1,UTB Kante,Banque,Utilisé,True,1.04641,9.95882
Kara,Kozah,Kozah 2,UTB Pya,Banque,Utilisé,True,1.14662,9.64746
Kara,Kozah,Kozah 2,SPT Pya,Banque,Utilisé,True,1.14436,9.65285
Kara,Kozah,Kozah 1,BOA Ewoou,Banque,Utilisé,True,1.18975,9.54926
Kara,Kozah,Kozah 1,SPT Welade,Banque,Utilisé,True,1.18963,9.54998
Kara,Kozah,Kozah 1,CAVEC Lidaw,Micro-Finance,Utilisé,True,1.18914,9.54472
Kara,Kozah,Kozah 1,CORIS Bank Cofake,Banque,Utilisé,True,1.19645,9.54879
Kara,Kozah,Kozah 1,BIA Togo Ewonou,Banque,Néant,True,1.19254,9.54734
Kara,Kozah,Kozah 1,SPT Cofac,Banque,Utilisé,True,1.19487,9.54829
Kara,Kozah,Kozah 1,ORABANK Ewoou,Banque,Utilisé,True,1.18905,9.55055
Kara,Kozah,Kozah 1,NSIA Banque Ewoou,Banque,Utilisé,True,1.19025,9.54792
Kara,Kozah,Kozah 1,ECOBANK Ewoou,Banque,Utilisé,True,1.18993,9.54895
Kara,Kozah,Kozah 1,Banque Atlantique Kpingning-Boua,Banque,Utilisé,True,1.18913,9.55038
Kara,Assoli,Assoli 1,Cef Microfinance Bafilo,Micro-Finance,Utilisé,True,1.2453,9.35139
Kara,Assoli,Assoli 1,SPT Bafilo,Banque,Utilisé,True,1.24266,9.35664
Kara,Assoli,Assoli 1,COOPEC Ariziki,Micro-Finance,Utilisé,True,1.24196,9.35788
Kara,Kozah,Kozah 1,COMEC Kara Camp Général Ameyi,Micro-Finance,Utilisé,True,1.17793,9.57044
Kara,Kozah,Kozah 1,UTB Kara,Banque,Utilisé,True,1.184,9.55722
Kara,Assoli,Assoli 1,Promofinance Bafilo,Micro-Finance,Utilisé,True,1.24369,9.35303
Kara,Assoli,Assoli 1,MUCAD Bafilo,Micro-Finance,Utilisé,True,1.24399,9.35409
Kara,Kozah,Kozah 1,ORABANK Ewaou,Banque,Utilisé,True,1.18649,9.54966
Kara,Kozah,Kozah 2,Promofinance Ténouyo,Micro-Finance,Utilisé,True,1.15175,9.66265
Kara,Kozah,Kozah 2,SUNU Bank Pya,Banque,Utilisé,True,1.15633,9.66784
Kara,Dankpen,Dankpen 1,Assoli,Micro-Finance,Utilisé,True,0.60679,9.68784
Kara,Assoli,Assoli 1,COOPEC ADESEM Bafilo,Micro-Finance,Utilisé,True,1.24731,9.3501
Kara,Doufelgou,Doufelgou 1,Fonds Social de Solidarite,Micro-Finance,Abandonné,False,1.1088,9.76592
Kara,Assoli,Assoli 1,SUNU Bank Bafilo,Banque,Utilisé,True,1.24659,9.36365
Kara,Kozah,Kozah 1,Promo Finance Kara,Micro-Finance,Utilisé,True,1.19034,9.54982
Kara,Kozah,Kozah 1,MUFEC Lama,Micro-Finance,Néant,True,1.19324,9.54562
Kara,Kozah,Kozah 1,FUCEC Togo Kara,Micro-Finance,Néant,True,1.18956,9.54599
Kara,Kozah,Kozah 1,Promo Finance Tomdè,Micro-Finance,Utilisé,True,1.1929,9.55894
Kara,Dankpen,Dankpen 1,Promofinance Guérin Kouka,Micro-Finance,Utilisé,True,0.60791,9.6913
Kara,Dankpen,Dankpen 1,FUCEC Togo Guérin Kouka,Micro-Finance,Utilisé,True,0.60764,9.69088
Kara,Dankpen,Dankpen 1,SUNU Bank Guerin kouka,Banque,Utilisé,True,0.60795,9.69099
Kara,Binah,Binah 1,COOPEC Pagouda,Micro-Finance,Utilisé,True,1.32827,9.75307
Kara,Dankpen,Dankpen 1,MUCAD Guérin Kouka,Micro-Finance,Utilisé,True,0.60896,9.68666
Kara,Dankpen,Dankpen 1,UTB Guérin Kouka,Banque,Utilisé,True,0.60821,9.6898
Kara,Binah,Binah 2,Micro-finance UMECTO,Micro-Finance,Utilisé,True,1.30715,9.65672
Kara,Binah,Binah 2,FUCEC Togo Ketao,Micro-Finance,Utilisé,True,1.30532,9.66019
Kara,Binah,Binah 2,SUNU Bank Ketao,Banque,Utilisé,True,1.30922,9.65828
Kara,Binah,Binah 2,SPT Ketao,Banque,Utilisé,True,1.30825,9.65892
Kara,Binah,Binah 2,UTB Ketao,Banque,Utilisé,True,1.30898,9.65898
Kara,Binah,Binah 2,Promofinace de Ketao,Micro-Finance,Utilisé,True,1.31037,9.66117
Kara,Binah,Binah 1,SPT Pagouda,Banque,Utilisé,True,1.32541,9.75039
Kara,Binah,Binah 2,Microfinance MUCAD Ketao,Micro-Finance,Utilisé,True,1.30907,9.65765
Kara,Bassar,Bassar 1,SUNU Bank Bassar,Banque,Utilisé,True,0.78371,9.25814
Kara,Bassar,Bassar 1,ORABANK Togo Bassar,Banque,Utilisé,True,0.78516,9.25707
Kara,Bassar,Bassar 1,UTB Bassar,Banque,Utilisé,True,0.7814,9.26225
Kara,Bassar,Bassar 1,SPT Bassar,Banque,Utilisé,True,0.77932,9.26218
Kara,Bassar,Bassar 1,COOPEC AD Bassar,Micro-Finance,Utilisé,True,0.77963,9.26469
Kara,Bassar,Bassar 1,URCLEC Bassar,Micro-Finance,Utilisé,True,0.77897,9.26145
Kara,Bassar,Bassar 2,COOPEC ADESEM Bangeli,Micro-Finance,Utilisé,True,0.62418,9.4221
Kara,Bassar,Bassar 2,SPT Bangeli,Banque,Utilisé,True,0.62461,9.4221
Savanes,Oti,Oti 1,SUNU Mango,Banque,Utilisé,True,0.47046,10.35438
Kara,Bassar,Bassar 3,COOPEC ADESEM Sankpana,Micro-Finance,Utilisé,True,0.81767,9.4558
Maritime,Avé,Avé 1,UTB Assahoun,Banque,Utilisé,True,0.90959,6.45648
Kara,Bassar,Bassar 3,FUCEC Togo Kabou,Micro-Finance,Utilisé,True,0.81096,9.4541
Kara,Bassar,Bassar 3,BTCI Kabou,Banque,Utilisé,True,0.81314,9.4563
Kara,Bassar,Bassar 1,COOPEC Bilimon Bassar,Micro-Finance,Utilisé,True,0.78292,9.25905
Kara,Doufelgou,Doufelgou 3,MEC-D Broukou,Micro-Finance,Utilisé,True,0.92126,9.73844
Kara,Doufelgou,Doufelgou 1,BTCI Niamtougou,Banque,Utilisé,True,1.10898,9.76527
Kara,Doufelgou,Doufelgou 1,MEC-D  Siou,Micro-Finance,Utilisé,True,1.20024,9.82142
Kara,Doufelgou,Doufelgou 2,MEC-D de defale,Micro-Finance,Utilisé,True,1.09052,9.86546
Kara,Doufelgou,Doufelgou 1,SUNU Bank Niamtougou,Banque,Utilisé,True,1.10731,9.76156
Kara,Doufelgou,Doufelgou 3,Promofinance Broukou,Micro-Finance,Utilisé,True,0.92158,9.73983
Kara,Doufelgou,Doufelgou 3,COOPEC Niamtougou,Micro-Finance,Utilisé,True,0.92024,9.74007
Kara,Doufelgou,Doufelgou 1,COOPEC Niantougou,Micro-Finance,Utilisé,True,1.10684,9.76406
Kara,Doufelgou,Doufelgou 1,C.P.D.E.N.D.F,Micro-Finance,Utilisé,True,1.11279,9.77343
Kara,Doufelgou,Doufelgou 1,Mec-d Niamtougou,Micro-Finance,Utilisé,True,1.10744,9.76503
Kara,Kozah,Kozah 1,Sanlam Kara,Assurance,Utilisé,True,1.19696,9.54529
Kara,Kozah,Kozah 1,GTA Assurance Gbiyinboua,Assurance,Utilisé,True,1.1891,9.5504
Kara,Kozah,Kozah 1,Fidelia Assurance Kara,Assurance,Utilisé,True,1.19211,9.54788
Kara,Kozah,Kozah 1,NSIA Assurance Kara,Assurance,Utilisé,True,1.18785,9.55191
Kara,Kozah,Kozah 1,Prudential Beneficial Assurance,Assurance,Location,True,1.19172,9.55916
Kara,Kozah,Kozah 1,SUNU Assurance Vie,Assurance,Utilisé,True,1.18339,9.55861
Kara,Kozah,Kozah 1,SUNU Assurance Iard,Assurance,Utilisé,True,1.18886,9.55106
Kara,Bassar,Bassar 1,Fidelia Assurance Bassar,Assurance,Utilisé,True,0.78566,9.26445
Kara,Bassar,Bassar 1,Promo Finance Bassar,Micro-Finance,Utilisé,True,0.77413,9.26216
Kara,Kozah,Kozah 1,SUNU Bank Chaminade,Banque,Utilisé,True,1.1834,9.5586
Kara,Kozah,Kozah 1,BSIC Kara,Banque,Utilisé,True,1.19222,9.54817
Maritime,Zio,Zio 1,COCEC Djagble,Micro-Finance,Utilisé,True,1.28275,6.25464
Maritime,Zio,Zio 3,Mutuelle Villageoise de developpement de Avedze,Micro-Finance,Utilisé,True,1.23883,6.67209
Maritime,Yoto,Yoto 1,SUNU Bank Tagbligbo,Banque,Utilisé,True,1.50128,6.59201
Maritime,Yoto,Yoto 1,COOPEC-AD Tagbligbo,Micro-Finance,Utilisé,True,1.50026,6.58953
Maritime,Yoto,Yoto 1,Mutuelle Akwaba Tagbligbo,Micro-Finance,Utilisé,True,1.49574,6.589
Maritime,Yoto,Yoto 1,UTB Tagbligbo,Banque,Utilisé,True,1.49409,6.58885
Maritime,Yoto,Yoto 1,Banque Atlantique Tagbligbo,Banque,Utilisé,True,1.51069,6.58045
Maritime,Yoto,Yoto 1,UMECTO Tagbligbo,Micro-Finance,Utilisé,True,1.49888,6.58951
Maritime,Yoto,Yoto 2,UMECTO Ahepe,Micro-Finance,Utilisé,True,1.39619,6.60636
Maritime,Yoto,Yoto 2,Mutuelle Akwaba Agence Annexe,Micro-Finance,Utilisé,True,1.39412,6.60433
Maritime,Yoto,Yoto 2,FUCEC Togo -Togo (guichet de Tchekpo ),Micro-Finance,Utilisé,True,1.35891,6.53387
Maritime,Yoto,Yoto 2,Mutuelle Akwaba Guichet de Tchekpo,Micro-Finance,Utilisé,True,1.3604,6.53685
Maritime,Yoto,Yoto 2,FUCEC Togo Ahépé,Micro-Finance,Utilisé,True,1.39759,6.60575
Maritime,Yoto,Yoto 1,SPT Tagbligbo,Banque,Utilisé,True,1.50041,6.58847
Maritime,Yoto,Yoto 2,SPT Ahepe,Banque,Utilisé,True,1.39647,6.60716
Maritime,Yoto,Yoto 1,COOPEC Kouve,Micro-Finance,Utilisé,True,1.41344,6.66214
Maritime,Yoto,Yoto 1,Mutuelle Akwaba Kouvé Atsapé,Micro-Finance,Utilisé,True,1.41247,6.66305
Maritime,Yoto,Yoto 1,FUCEC Togo Tabligbo,Micro-Finance,Utilisé,True,1.50077,6.58708
Maritime,Zio,Zio 1,FUCEC Togo COOPEC Tsevie,Micro-Finance,Néant,True,1.21603,6.42463
Maritime,Zio,Zio 2,Cooperative Solidarite Agricole Centre la Pauvreté,Micro-Finance,Utilisé,True,1.12487,6.32168
Maritime,Zio,Zio 1,UTB Tsevie,Banque,Utilisé,True,1.21285,6.4235
Maritime,Yoto,Yoto 3,Tsonakle,Micro-Finance,Utilisé,True,1.47652,6.70537
Maritime,Yoto,Yoto 3,ADCB-CREC,Micro-Finance,Utilisé,True,1.52997,6.67522
Maritime,Zio,Zio 1,WAGES Tsévié,Micro-Finance,Utilisé,True,1.21129,6.43694
Maritime,Zio,Zio 1,UMECTO Tsévié,Micro-Finance,Néant,True,1.21074,6.43754
Maritime,Zio,Zio 1,COOPEC la Fructueuse,Micro-Finance,Utilisé,True,1.27777,6.24892
Maritime,Zio,Zio 1,Mutuelle Akwaba Adangbe,Micro-Finance,Utilisé,True,1.27156,6.40212
Maritime,Zio,Zio 1,Mutuelle Akwaba Tsévié,Micro-Finance,Autre,True,1.20896,6.40848
Maritime,Zio,Zio 1,FECECAV la Grâce,Micro-Finance,Autre,True,1.20968,6.42412
Maritime,Vo,Vo 4,Coopérative des Femmes Pour L'epargne et de Crédit,Micro-Finance,Utilisé,True,1.43327,6.38335
Maritime,Avé,Avé 1,SPT Keve,Banque,Utilisé,True,0.92425,6.43546
Maritime,Bas-Mono,Bas-Mono 1,COOPEC Afagnan,Micro-Finance,Utilisé,True,1.6271,6.49581
Maritime,Avé,Avé 1,FUCEC Togo Topeme,Micro-Finance,Utilisé,True,0.93074,6.43082
