region,prefecture,commune,canton,operateur,lon,lat
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01657,11.1061
Savanes,Tandjoaré,Tandjoaré 1,Pligou,Moov + Togocom,0.28898,10.68292
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30608,10.91212
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00635,11.1175
Maritime,Avé,Avé 1,Assahoun,Moov + Togocom,0.90976,6.44878
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20689,10.86828
Plateaux,Ogou,Ogou 1,Djama,Non renseigné,1.14674,7.54148
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.2594,6.44725
Maritime,Avé,Avé 2,Noépé,Moov,1.04716,6.25396
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20694,10.86829
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20685,10.86746
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20684,10.86755
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.01962,11.09715
Maritime,Zio,Zio 1,Dalavé,Non renseigné,1.24337,6.38552
Maritime,Avé,Avé 1,Assahoun,Moov + Togocom,0.90916,6.45954
Maritime,Avé,Avé 1,Assahoun,Moov + Togocom,0.91018,6.45494
Maritime,Avé,Avé 2,Aképé,Moov + Togocom,1.06543,6.24188
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.0021,11.11746
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20082,10.87648
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Tambonga,Togocom,0.43752,10.95359
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01665,11.10542
Maritime,Zio,Zio 1,Dalavé,Moov,1.24369,6.38554
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.25984,6.4479
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.10756,10.95565
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00614,11.11728
Maritime,Zio,Zio 1,Davié,Moov + Togocom,1.2172,6.36378
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01667,11.10528
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20079,10.87636
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30638,10.9124
Savanes,Cinkassé,Cinkassé 2,Biankouri,Togocom,0.05304,11.01804
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.18736,10.8592
Maritime,Zio,Zio 2,Bolou,Non renseigné,1.09446,6.45096
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19986,10.88373
Maritime,Zio,Zio 1,Kpomé,Moov + Togocom,1.3652,6.28848
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00698,11.11683
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01668,11.10526
Savanes,Tandjoaré,Tandjoaré 1,Pligou,Moov + Togocom,0.28578,10.65462
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20364,10.86505
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20109,10.8763
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20116,10.87628
Savanes,Cinkassé,Cinkassé 1,Boadé,Togocom,-0.00841,11.12067
Maritime,Avé,Avé 1,Assahoun,Moov + Togocom,0.91175,6.45008
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01645,11.10524
Plateaux,Haho,Haho 1,Hahomégbé,Togocom,1.03315,6.86795
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.03862,11.09723
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19993,10.88374
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.25882,6.44676
Maritime,Zio,Zio 2,Kovié,Moov + Togocom,1.04635,6.33862
Maritime,Zio,Zio 1,Davié,Moov + Togocom,1.21616,6.36133
Savanes,Tône,Tône 2,Nanergou,Moov + Togocom,0.14574,10.91725
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00667,11.11744
Maritime,Lacs,Lacs 3,Agbodrafo,Moov,1.51472,6.21932
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20107,10.87668
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02132,11.09548
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.03841,11.09731
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.01544,11.1051
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05283,11.01879
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20314,10.86524
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01562,11.10452
Maritime,Avé,Avé 1,Assahoun,Non renseigné,0.90887,6.45964
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20082,10.87528
Maritime,Avé,Avé 1,Assahoun,Moov + Togocom,0.90976,6.45269
Savanes,Tône,Tône 4,Korbongou,Togocom,0.30676,10.91232
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.00575,11.11976
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00656,11.11774
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01588,11.1047
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.03763,11.0976
Maritime,Avé,Avé 1,Assahoun,Moov + Togocom,0.9092,6.45858
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01601,11.10438
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05299,11.0189
Savanes,Tône,Tône 4,Korbongou,Moov,0.30705,10.91235
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01597,11.10415
Maritime,Zio,Zio 1,Gblainvié,Moov + Togocom,1.06602,6.47789
Savanes,Tône,Tône 4,Korbongou,Togocom,0.30702,10.91238
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30724,10.91217
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.0171,11.10404
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,0.96153,6.79089
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20673,10.86541
Savanes,Tône,Tône 4,Korbongou,Togocom,0.30731,10.91241
Savanes,Tône,Tône 1,Dapaong,Togocom,0.18857,10.86496
Maritime,Zio,Zio 3,Agbélouvé,Togocom,0.93573,6.76279
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.0362,11.09766
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00475,11.11798
Maritime,Zio,Zio 1,Abobo,Moov + Togocom,1.37526,6.28053
Savanes,Tône,Tône 1,Pana,Moov + Togocom,0.31173,10.74042
Savanes,Tône,Tône 1,Pana,Moov + Togocom,0.31159,10.74045
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.42416,10.99441
Savanes,Cinkassé,Cinkassé 2,Biankouri,Togocom,0.0531,11.01907
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01692,11.10427
Maritime,Avé,Avé 1,Assahoun,Non renseigné,0.90968,6.45707
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00155,11.11874
Savanes,Oti,Oti 2,Tchanaga,Togocom,0.49175,10.49859
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.43292,10.95023
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02585,11.0937
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00327,11.10258
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30853,10.9126
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01739,11.10455
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01747,11.10454
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.03806,11.09724
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.0013,11.11868
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02753,11.09018
Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Moov + Togocom,0.07353,10.66323
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05308,11.01946
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.31002,10.91277
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Moov + Togocom,1.21034,6.35845
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01772,11.10463
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.1986,10.79179
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02637,11.09043
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.00084,11.11925
Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Moov + Togocom,0.07314,10.66349
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Togocom,0.42368,10.99384
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20165,10.85333
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05213,11.02253
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01852,11.10459
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.38546,10.92783
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.18789,10.86244
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.31336,10.91293
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.38529,10.92775
Savanes,Tône,Tône 1,Dapaong,Togocom,0.19977,10.86725
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Togocom,0.64268,10.24401
Savanes,Tandjoaré,Tandjoaré 1,Pligou,Moov,0.32464,10.6533
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02044,11.10483
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.38518,10.92793
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.36065,10.76222
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.0041,11.12003
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02125,11.10332
Maritime,Zio,Zio 2,Bolou,Moov + Togocom,1.09426,6.45236
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.35825,10.90566
Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Moov + Togocom,0.04288,10.65251
Savanes,Tône,Tône 1,Bidjenga,Moov,0.34311,10.64649
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.38498,10.92745
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.35954,10.75367
Savanes,Tône,Tône 1,Dapaong,Togocom,0.19194,10.8783
Savanes,Tône,Tône 1,Bidjenga,Moov,0.34347,10.64588
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.38478,10.92741
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02462,11.08816
Savanes,Tône,Tône 1,Dapaong,Togocom,0.19957,10.84378
Maritime,Zio,Zio 2,Bolou,Moov + Togocom,1.09319,6.43977
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.34302,10.72744
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.00428,11.1198
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.34304,10.72741
Savanes,Tône,Tône 1,Dapaong,Togocom,0.19159,10.88173
Savanes,Tône,Tône 1,Dapaong,Togocom,0.21197,10.86521
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02079,11.08442
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,0.36239,10.7249
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,0.36239,10.72491
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.00484,11.12169
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.25886,6.44501
Maritime,Zio,Zio 2,Bolou,Non renseigné,1.09316,6.43976
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.24777,6.47625
Savanes,Tône,Tône 1,Dapaong,Togocom,0.19256,10.88075
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.36318,10.72482
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Moov + Togocom,1.21421,6.34556
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Moov + Togocom,0.64166,10.24029
Maritime,Zio,Zio 2,Bolou,Moov + Togocom,1.0933,6.43904
Maritime,Zio,Zio 2,Bolou,Non renseigné,1.0864,6.43515
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19701,10.87232
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.00098,11.12305
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01793,11.09099
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.36021,10.71724
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,0.36013,10.71726
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.42383,10.99414
Maritime,Zio,Zio 2,Bolou,Non renseigné,1.08344,6.43563
Maritime,Zio,Zio 1,Dalavé,Moov,1.24294,6.38527
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01062,11.12449
Maritime,Zio,Zio 3,Agbélouvé,Moov,0.9647,6.75116
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20211,10.87177
Maritime,Zio,Zio 2,Bolou,Moov + Togocom,1.08354,6.43776
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02667,11.1038
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.01512,11.094
Maritime,Avé,Avé 2,Noépé,Moov + Togocom,1.03855,6.26552
Maritime,Zio,Zio 1,Dalavé,Moov + Togocom,1.24446,6.3854
Maritime,Zio,Zio 2,Bolou,Non renseigné,1.08246,6.44446
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00845,11.11795
Maritime,Zio,Zio 1,Dalavé,Moov + Togocom,1.24099,6.38456
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30759,10.91226
Maritime,Zio,Zio 1,Kpomé,Moov + Togocom,1.36516,6.28994
Maritime,Zio,Zio 1,Dalavé,Moov + Togocom,1.24473,6.38546
Maritime,Zio,Zio 1,Gbatopé,Moov,1.25265,6.49521
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.35281,10.58986
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20365,10.87374
Savanes,Oti,Oti 2,Barkoissi,Moov,0.35242,10.58976
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.42592,10.98196
Maritime,Zio,Zio 1,Kpomé,Moov + Togocom,1.36518,6.29028
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,0.38087,10.72779
Savanes,Oti,Oti 1,Mango,Togocom,0.468,10.33502
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20303,10.86673
Maritime,Zio,Zio 1,Dalavé,Moov + Togocom,1.25251,6.38146
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,0.39072,10.73199
Maritime,Zio,Zio 1,Dalavé,Moov + Togocom,1.25689,6.37636
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Togocom,1.22555,6.35394
Maritime,Zio,Zio 1,Gbatopé,Moov,1.25792,6.4442
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,0.3936,10.73344
Savanes,Tône,Tône 4,Sanfatoute,Non renseigné,0.29493,11.04397
Savanes,Oti,Oti 2,Barkoissi,Togocom,0.305,10.55428
Savanes,Tône,Tône 1,Toaga,Moov + Togocom,0.23876,10.88206
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,0.98781,6.76528
Maritime,Zio,Zio 1,Dalavé,Non renseigné,1.23741,6.3708
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20104,10.87682
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.2002,10.88078
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.18726,10.94161
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.43309,10.95051
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Tambonga,Moov + Togocom,0.43576,10.95289
Savanes,Tône,Tône 1,Toaga,Moov + Togocom,0.26462,10.88685
Savanes,Tône,Tône 1,Toaga,Moov + Togocom,0.26482,10.88627
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.21003,10.85354
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19928,10.87727
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.21055,10.85335
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.27002,6.43514
Savanes,Tône,Tône 4,Kantindi,Moov + Togocom,0.27868,10.8946
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.25204,6.49848
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Tambonga,Moov + Togocom,0.4368,10.95336
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01259,11.09907
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.04317,11.09394
Savanes,Tône,Tône 4,Kantindi,Moov + Togocom,0.27871,10.89499
Savanes,Tône,Tône 1,Kourientre,Moov + Togocom,0.22494,10.9774
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30326,10.559
Maritime,Zio,Zio 1,Gbatopé,Moov,1.2565,6.49859
Savanes,Tône,Tône 1,Kourientre,Moov + Togocom,0.22502,10.97726
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Tambonga,Moov,0.46535,10.92519
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00702,11.10444
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20492,10.86382
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Non renseigné,0.64301,10.2434
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01552,11.1119
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.00312,11.07457
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,-0.00245,11.07544
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02327,11.09936
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02242,11.10049
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.24694,10.79056
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.0228,11.10058
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19747,10.8635
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01482,11.11154
Savanes,Tône,Tône 1,Kourientre,Moov + Togocom,0.23229,11.0132
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02352,11.10158
Maritime,Lacs,Lacs 3,Agbodrafo,Non renseigné,1.5099,6.21876
Maritime,Vo,Vo 2,Anyron-Kopé,Moov + Togocom,1.55208,6.27474
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00767,11.09364
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.0226,11.10123
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.30584,6.40528
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,Moov + Togocom,0.48206,10.91326
Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Moov + Togocom,0.04265,10.6519
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30584,10.91193
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01482,11.1117
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,Moov + Togocom,0.39301,10.89525
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Non renseigné,0.644,10.24158
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,Moov,0.51285,10.92217
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19533,10.8627
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02166,11.09967
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30427,10.56658
Savanes,Tône,Tône 1,Kourientre,Moov + Togocom,0.23206,11.01388
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00433,11.09993
Maritime,Zio,Zio 2,Kovié,Moov + Togocom,1.07649,6.30574
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00415,11.0986
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01354,11.09869
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,Moov + Togocom,0.39367,10.89439
Maritime,Zio,Zio 2,Mission-Tové,Moov + Togocom,1.12291,6.32167
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.03266,11.08696
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.21497,10.84932
Savanes,Tône,Tône 4,Korbongou,Moov,0.31404,10.91484
Maritime,Zio,Zio 2,Kovié,Moov + Togocom,1.07675,6.30616
Savanes,Tône,Tône 3,Nioukpourma,Moov + Togocom,0.10808,10.82314
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01204,11.1108
Savanes,Tône,Tône 4,Korbongou,Moov,0.32721,10.93686
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02106,11.09873
Savanes,Oti,Oti 1,Mango,Non renseigné,0.47467,10.34808
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.29536,6.5269
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30311,10.55449
Savanes,Tône,Tône 3,Nioukpourma,Moov + Togocom,0.11479,10.82272
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00764,11.09983
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.2994,10.93158
Maritime,Zio,Zio 2,Mission-Tové,Non renseigné,1.12486,6.32079
Maritime,Zio,Zio 1,Davié,Moov + Togocom,1.19514,6.38762
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.29964,10.93262
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.18151,10.85586
Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,Moov + Togocom,0.08374,10.63976
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47482,10.3558
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30313,10.55515
Maritime,Zio,Zio 1,Gbatopé,Moov,1.29674,6.52722
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.4707,10.35891
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Namoundjoga,Moov + Togocom,0.4101,10.86518
Savanes,Tône,Tône 3,Tami,Moov + Togocom,0.10144,10.81819
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.42426,10.99385
Savanes,Tône,Tône 1,Dapaong,Moov,0.17527,10.85493
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01638,11.09782
Kara,Kozah,Kozah 1,Lassa,Togocom,1.21144,9.65966
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20763,10.85905
Savanes,Tône,Tône 3,Tami,Moov + Togocom,0.10124,10.81813
Savanes,Tône,Tône 4,Sanfatoute,Moov + Togocom,0.3039,10.99714
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01107,11.11011
Savanes,Tône,Tône 1,Dapaong,Togocom,0.18852,10.88378
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,1.0562,6.77678
Savanes,Tandjoaré,Tandjoaré 2,Lokpano,Moov + Togocom,0.11538,10.61008
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.01651,11.09638
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02235,11.09849
Savanes,Tandjoaré,Tandjoaré 2,Sissiak,Moov + Togocom,0.08699,10.80625
Savanes,Tône,Tône 4,Sanfatoute,Togocom,0.29494,11.04419
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01833,11.09416
Savanes,Tandjoaré,Tandjoaré 2,Sissiak,Togocom,0.08646,10.80652
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19289,10.83896
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.03074,11.09254
Savanes,Tandjoaré,Tandjoaré 2,Sissiak,Togocom,0.08663,10.80651
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01967,11.09848
Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Moov + Togocom,0.73357,10.56366
Savanes,Tône,Tône 4,Korbongou,Moov,0.3582,10.90575
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02039,11.09785
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01223,11.11036
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.00259,11.1068
Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Moov + Togocom,0.73265,10.56566
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01282,11.10475
Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Moov + Togocom,0.18115,11.02417
Maritime,Zio,Zio 3,Agbélouvé,Moov,0.99694,6.70126
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Nayéga,Moov,0.38386,10.75961
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.1874,10.8222
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.02137,11.09551
Maritime,Zio,Zio 3,Agbélouvé,Moov,0.9965,6.69998
Maritime,Zio,Zio 1,Davié,Moov + Togocom,1.19819,6.39123
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Tambonga,Moov + Togocom,0.41684,10.93923
Maritime,Zio,Zio 1,Gbatopé,Moov + Togocom,1.36756,6.40789
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01643,11.10204
Maritime,Zio,Zio 4,Gapé-Centre,Moov + Togocom,1.26771,6.55804
Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Moov + Togocom,0.73255,10.56575
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01649,11.10205
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.0228,11.09681
Maritime,Zio,Zio 1,Davié,Moov + Togocom,1.19694,6.38829
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01356,11.10772
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01603,11.10371
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.01901,11.09841
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,1.02059,6.72602
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.18521,10.87076
