region,prefecture,commune,canton,operateur,lon,lat
Savanes,Tône,Tône 4,Sanfatoute,Moov + Togocom,0.30321,10.99665
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.36006,10.71757
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.23148,10.87886
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.36035,10.71792
Maritime,Golfe,Golfe 1,Bè-Est,Non renseigné,1.28455,6.17183
Savanes,Tône,Tône 1,Toaga,Togocom,0.24896,10.88591
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.36032,10.71812
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,0.36017,10.71835
Savanes,Tône,Tône 1,Toaga,Togocom,0.23926,10.88206
Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Moov + Togocom,0.18641,11.00668
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Nayéga,Moov + Togocom,0.40916,10.75185
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20202,10.86552
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20205,10.86552
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20178,10.86537
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20137,10.86615
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20269,10.86448
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20263,10.86446
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19946,10.86471
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20313,10.86487
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20322,10.86497
Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Moov,0.19193,11.01245
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19793,10.86412
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19952,10.86865
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19993,10.86782
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20447,10.86369
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19946,10.86863
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.1944,10.86311
Savanes,Tône,Tône 1,Dapaong,Togocom,0.20409,10.86358
Savanes,Tône,Tône 4,Korbongou,Moov,0.36965,10.94233
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19216,10.86166
Savanes,Tône,Tône 4,Louanga,Moov + Togocom,0.3325,10.89273
Savanes,Tône,Tône 4,Louanga,Moov + Togocom,0.33101,10.90384
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.37774,10.72544
Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Moov + Togocom,0.17976,11.02823
Savanes,Tône,Tône 1,Dapaong,Non renseigné,0.20364,10.86422
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.19917,10.86896
Savanes,Tône,Tône 2,Naki-Ouest,Non renseigné,0.09338,10.90628
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20396,10.86313
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.37998,10.72715
Savanes,Tône,Tône 3,Warkambou,Togocom,-0.03473,10.78375
Savanes,Cinkassé,Cinkassé 2,Nadjoundi,Moov,0.19223,11.03254
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.38257,10.72835
Savanes,Tône,Tône 2,Naki-Ouest,Moov,0.09147,10.90616
Maritime,Zio,Zio 3,Agbélouvé,Non renseigné,1.16736,6.67444
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,1.16984,6.68104
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,1.16634,6.6729
Plateaux,Akébou,Akébou 1,Kougnohou,Togocom,0.79363,7.64773
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,1.16147,6.67096
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02047,11.09899
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05283,11.01539
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.0198,11.09881
Maritime,Zio,Zio 1,Tsévié,Moov + Togocom,1.21084,6.42
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20481,10.86416
Savanes,Tône,Tône 1,Toaga,Moov + Togocom,0.26702,10.94462
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20441,10.86359
Savanes,Tône,Tône 1,Toaga,Moov + Togocom,0.26693,10.94435
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.29835,10.97624
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov + Togocom,0.37986,10.72707
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20401,10.86306
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.1968,10.87248
Savanes,Tône,Tône 4,Kantindi,Moov + Togocom,0.26757,10.944
Savanes,Tône,Tône 4,Kantindi,Moov + Togocom,0.2675,10.94398
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20542,10.86429
Savanes,Tône,Tône 4,Korbongou,Non renseigné,0.35177,10.91009
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.20389,10.86478
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.09295,10.90637
Savanes,Tône,Tône 1,Dapaong,Moov + Togocom,0.17922,10.85468
Savanes,Tône,Tône 2,Naki-Ouest,Togocom,0.09295,10.90637
Savanes,Tône,Tône 3,Warkambou,Moov,0.00354,10.8004
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.3588,10.90638
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.3583,10.90615
Savanes,Tône,Tône 4,Korbongou,Moov,0.35815,10.90596
Savanes,Tône,Tône 4,Kantindi,Moov + Togocom,0.27868,10.8946
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.095,10.90569
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.09344,10.90622
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.09238,10.90682
Savanes,Tône,Tône 2,Naki-Ouest,Moov,0.09228,10.9066
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.29984,10.9316
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.09205,10.90653
Savanes,Oti-Sud,Oti-Sud 1,Mogou,Non renseigné,0.64415,10.38321
Savanes,Oti,Oti 1,Faré,Moov + Togocom,0.39344,10.17985
Savanes,Tône,Tône 2,Naki-Ouest,Moov,0.09379,10.9061
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30464,10.91478
Savanes,Tône,Tône 1,Poissongui,Moov,0.20176,11.05739
Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Moov + Togocom,0.17861,10.72918
Savanes,Tône,Tône 2,Naki-Ouest,Moov,0.11485,10.91436
Savanes,Oti,Oti 1,Sadori,Moov + Togocom,0.4012,10.24423
Savanes,Tône,Tône 4,Louanga,Togocom,0.32835,10.9102
Savanes,Tône,Tône 4,Louanga,Togocom,0.3865,10.83139
Savanes,Tône,Tône 1,Kourientre,Togocom,0.22509,10.97755
Savanes,Tône,Tône 4,Korbongou,Moov,0.32693,10.91069
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Non renseigné,0.01298,11.10069
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.30467,10.9147
Savanes,Tône,Tône 4,Louanga,Moov + Togocom,0.31462,10.9001
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47268,10.35881
Savanes,Tône,Tône 1,Toaga,Moov + Togocom,0.26484,10.88628
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.32237,10.91189
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.29808,10.97565
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.29801,10.97614
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.29885,10.97614
Savanes,Tône,Tône 4,Korbongou,Moov,0.29963,10.97639
Savanes,Tône,Tône 4,Sanfatoute,Moov + Togocom,0.30349,10.99711
Savanes,Tône,Tône 4,Sanfatoute,Moov + Togocom,0.29503,11.04401
Savanes,Tône,Tône 4,Sanfatoute,Moov + Togocom,0.29477,11.04471
Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Moov + Togocom,0.00158,10.74778
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.31531,10.91308
Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Togocom,0.00218,10.74761
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.10748,10.95503
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.10751,10.95503
Savanes,Oti,Oti 1,Mango,Togocom,0.47613,10.35729
Maritime,Golfe,Golfe 3,Bè-Ouest,Non renseigné,1.20822,6.15783
Maritime,Golfe,Golfe 3,Bè-Ouest,Non renseigné,1.20817,6.15706
Maritime,Golfe,Golfe 3,Bè-Ouest,Non renseigné,1.20866,6.15599
Maritime,Golfe,Golfe 3,Bè-Ouest,Non renseigné,1.20848,6.15462
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Moov + Togocom,1.19896,6.22574
Maritime,Golfe,Golfe 5,Aflao-Gakli,Non renseigné,1.188,6.19504
Maritime,Golfe,Golfe 3,Bè-Ouest,Non renseigné,1.20378,6.15588
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.32729,10.99131
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.32762,10.99164
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.06176,10.89387
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Moov + Togocom,0.47177,10.7427
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Moov + Togocom,0.47073,10.74289
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.02535,11.09642
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.14167,10.53972
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.00654,11.10503
Savanes,Tône,Tône 2,Nanergou,Moov + Togocom,0.13773,10.91014
Savanes,Tône,Tône 2,Nanergou,Moov,0.13737,10.9105
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.03358,11.09423
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.19713,10.51294
Savanes,Tône,Tône 2,Nanergou,Moov + Togocom,0.14891,10.91332
Savanes,Tône,Tône 2,Nanergou,Moov + Togocom,0.14866,10.91355
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.20681,10.51546
Savanes,Oti,Oti 1,Sadori,Moov + Togocom,0.46694,10.29335
Savanes,Oti,Oti 2,Loko,Moov,0.21797,10.53075
Savanes,Tône,Tône 2,Nanergou,Moov + Togocom,0.14774,10.91464
Savanes,Tône,Tône 1,Natigou,Moov + Togocom,0.26107,10.98217
Savanes,Oti,Oti 1,Sadori,Moov + Togocom,0.4668,10.29315
Savanes,Oti,Oti 2,Loko,Moov,0.21116,10.51946
Savanes,Oti,Oti 1,Sadori,Moov + Togocom,0.46654,10.29321
Savanes,Tône,Tône 2,Naki-Ouest,Togocom,0.13456,10.94139
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,0.16169,10.51463
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.35205,10.58968
Savanes,Oti,Oti 2,Barkoissi,Moov,0.35214,10.5895
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.14668,10.52401
Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Moov + Togocom,0.1676,11.07023
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30891,10.56057
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.14339,10.5338
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.13703,10.95083
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.14286,10.5356
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.39689,10.61044
Savanes,Tône,Tône 3,Lotogou,Moov + Togocom,0.03318,10.76617
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.39706,10.60958
Savanes,Oti,Oti 2,Barkoissi,Moov,0.39386,10.60842
Savanes,Cinkassé,Cinkassé 2,Sam-Naba,Togocom,0.1676,11.07017
Savanes,Oti,Oti 2,Barkoissi,Moov,0.39497,10.60984
Savanes,Oti,Oti 1,Mango,Togocom,0.4753,10.35676
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.17168,10.59586
Savanes,Oti-Sud,Oti-Sud 1,Mogou,Togocom,0.64407,10.38337
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.17153,10.59554
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,0.17115,10.59562
Savanes,Tandjoaré,Tandjoaré 1,Loko,Moov + Togocom,0.24936,10.60806
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,0.17178,10.59638
Savanes,Oti,Oti 2,Barkoissi,Moov,0.39325,10.60879
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.39382,10.60954
Savanes,Oti,Oti 2,Tchanaga,Moov + Togocom,0.49142,10.49907
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.477,10.36135
Savanes,Oti,Oti 1,Mango,Togocom,0.47148,10.35937
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47196,10.35921
Savanes,Oti,Oti 2,Barkoissi,Togocom,0.30282,10.557
Savanes,Oti,Oti 1,Mango,Togocom,0.469,10.36121
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47214,10.35751
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47206,10.35913
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30306,10.55678
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47248,10.36123
Savanes,Oti,Oti 1,Mango,Togocom,0.47411,10.36225
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01301,11.1008
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.3031,10.55674
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47864,10.35957
Maritime,Zio,Zio 4,Gapé-Centre,Non renseigné,1.10386,6.60267
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47394,10.35793
Savanes,Tône,Tône 2,Namaré,Togocom,0.13058,10.98116
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47412,10.35777
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Togocom,0.01292,11.10821
Savanes,Oti,Oti 1,Mango,Togocom,0.47395,10.37204
Savanes,Oti,Oti 1,Mango,Togocom,0.47422,10.36043
Savanes,Tône,Tône 3,Lotogou,Moov + Togocom,0.02521,10.79836
Savanes,Tône,Tône 3,Lotogou,Moov + Togocom,0.02521,10.79839
Savanes,Kpendjal,Kpendjal 2,Borgou,Non renseigné,0.62851,10.77858
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47428,10.3602
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47395,10.37169
Savanes,Tône,Tône 3,Lotogou,Moov,0.02536,10.79832
Savanes,Tône,Tône 2,Namaré,Moov,0.13022,10.98119
Savanes,Oti,Oti 1,Mango,Togocom,0.47477,10.3574
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.01621,11.10616
Savanes,Tône,Tône 3,Lotogou,Moov + Togocom,0.02493,10.79777
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.20099,10.56511
Savanes,Oti,Oti 1,Mango,Togocom,0.47355,10.35823
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov,0.20294,10.56295
Savanes,Tône,Tône 3,Lotogou,Moov,0.02572,10.79815
Savanes,Oti,Oti 1,Mango,Togocom,0.47583,10.35753
Savanes,Tône,Tône 3,Lotogou,Moov + Togocom,0.02581,10.79805
Savanes,Tône,Tône 3,Lotogou,Moov + Togocom,0.0258,10.798
Savanes,Tône,Tône 2,Namaré,Moov,0.13024,10.98086
Savanes,Tône,Tône 3,Lotogou,Moov + Togocom,0.02611,10.7982
Savanes,Tône,Tône 3,Lotogou,Togocom,0.02548,10.79833
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47512,10.35708
Savanes,Tône,Tône 2,Namaré,Moov + Togocom,0.1296,10.98021
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47585,10.35748
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Moov + Togocom,0.01471,11.10586
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47555,10.35648
Savanes,Oti,Oti 1,Mango,Moov,0.47516,10.3561
Savanes,Oti,Oti 1,Mango,Togocom,0.47507,10.35596
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Moov + Togocom,0.21536,10.54708
Savanes,Oti,Oti 1,Mango,Non renseigné,0.47424,10.35552
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30368,10.56268
Savanes,Oti,Oti 1,Mango,Togocom,0.47644,10.3561
Savanes,Oti,Oti 2,Barkoissi,Moov + Togocom,0.30328,10.55899
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.42366,10.99333
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47681,10.35581
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47761,10.35718
Savanes,Oti,Oti 1,Mango,Togocom,0.47797,10.35834
Savanes,Tône,Tône 2,Naki-Ouest,Moov + Togocom,0.10761,10.9556
Savanes,Tône,Tône 2,Naki-Ouest,Moov,0.10748,10.95535
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.42406,10.99369
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47561,10.35235
Savanes,Oti,Oti 1,Mango,Togocom,0.47981,10.36203
Savanes,Oti,Oti 1,Mango,Togocom,0.47956,10.36132
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47769,10.35595
Savanes,Tône,Tône 3,Nioukpourma,Moov + Togocom,0.15625,10.85905
Maritime,Zio,Zio 1,Gbatopé,Moov,1.34146,6.41378
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.48097,10.36343
Savanes,Oti,Oti 1,Mango,Togocom,0.48411,10.36548
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47216,10.35486
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.48418,10.36641
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.48488,10.36959
Savanes,Oti,Oti 1,Mango,Togocom,0.46944,10.3514
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47003,10.35483
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.48419,10.36383
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.48429,10.36398
Savanes,Oti,Oti 1,Mango,Togocom,0.47102,10.35467
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47672,10.35332
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.4698,10.35262
Savanes,Oti,Oti 1,Mango,Togocom,0.48565,10.36616
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47795,10.36017
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47622,10.35959
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47123,10.35818
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47654,10.33378
Savanes,Oti,Oti 1,Mango,Togocom,0.47444,10.33505
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.46981,10.33601
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.4702,10.35103
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47408,10.3472
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47127,10.34726
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.47003,10.34009
Savanes,Oti,Oti 1,Mango,Togocom,0.46985,10.3379
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Moov + Togocom,0.64358,10.2445
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.46949,10.33729
Savanes,Oti,Oti 1,Mango,Togocom,0.46942,10.33582
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,Moov + Togocom,0.64299,10.24324
Savanes,Oti-Sud,Oti-Sud 1,Gando,Moov + Togocom,0.74993,10.32917
Maritime,Zio,Zio 1,Tsévié,Moov + Togocom,1.2097,6.42498
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.46742,10.33987
Savanes,Oti,Oti 1,Mango,Non renseigné,0.46389,10.33932
Savanes,Oti,Oti 1,Mango,Togocom,0.45885,10.33845
Savanes,Oti,Oti 1,Mango,Moov + Togocom,0.45865,10.33759
Savanes,Tône,Tône 1,Bidjenga,Moov,0.24094,10.73182
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05289,11.0182
Savanes,Cinkassé,Cinkassé 2,Biankouri,Togocom,0.05343,11.01805
Savanes,Tône,Tône 3,Tami,Moov,0.05375,10.84948
Savanes,Tône,Tône 3,Tami,Moov + Togocom,0.04067,10.85816
Savanes,Tône,Tône 3,Tami,Togocom,0.02806,10.85873
Savanes,Tône,Tône 3,Tami,Moov,0.03997,10.85672
Savanes,Oti-Sud,Oti-Sud 1,Gando,Moov + Togocom,0.74618,10.33084
Savanes,Tône,Tône 3,Tami,Moov,0.04007,10.85737
Maritime,Yoto,Yoto 1,Amoussimé,Moov + Togocom,1.52983,6.64116
Maritime,Yoto,Yoto 1,Kouvé,Moov + Togocom,1.41583,6.66469
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05308,11.01941
Savanes,Cinkassé,Cinkassé 2,Biankouri,Moov + Togocom,0.05294,11.01882
Maritime,Yoto,Yoto 1,Tabligbo,Moov,1.49005,6.584
Maritime,Yoto,Yoto 1,Kini-Kondji,Moov,1.54675,6.61153
Maritime,Yoto,Yoto 1,Kini-Kondji,Togocom,1.54635,6.61103
Maritime,Yoto,Yoto 1,Kouvé,Moov,1.40398,6.65896
Maritime,Yoto,Yoto 1,Kouvé,Togocom,1.40256,6.65851
Savanes,Tandjoaré,Tandjoaré 2,Sissiak,Moov + Togocom,0.12739,10.726
Maritime,Yoto,Yoto 1,Kouvé,Moov,1.41798,6.6684
Maritime,Yoto,Yoto 1,Amoussimé,Moov,1.51227,6.61974
Savanes,Cinkassé,Cinkassé 2,Timbou,Moov + Togocom,0.1102,11.03636
Maritime,Yoto,Yoto 1,Kouvé,Moov,1.40494,6.65898
Maritime,Yoto,Yoto 1,Tabligbo,Moov + Togocom,1.49852,6.58942
Maritime,Yoto,Yoto 1,Tabligbo,Moov + Togocom,1.49424,6.59498
Maritime,Yoto,Yoto 1,Tabligbo,Moov + Togocom,1.50997,6.61404
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Moov + Togocom,0.42343,10.99416
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.81771,10.84612
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.8174,10.84901
Savanes,Kpendjal,Kpendjal 1,Mandouri,Non renseigné,0.81687,10.85046
Savanes,Kpendjal,Kpendjal 1,Mandouri,Togocom,0.81634,10.85107
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.81882,10.85133
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov,0.81857,10.85064
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.81787,10.84659
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.81797,10.84848
Savanes,Kpendjal,Kpendjal 2,Borgou,Moov + Togocom,0.65205,10.72392
Savanes,Oti,Oti 2,Nagbéni,Moov + Togocom,0.57009,10.67134
Savanes,Oti,Oti 2,Nagbéni,Moov + Togocom,0.57052,10.67107
Savanes,Kpendjal,Kpendjal 2,Borgou,Moov + Togocom,0.65191,10.72373
Savanes,Tône,Tône 4,Korbongou,Moov + Togocom,0.38606,10.92829
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.8168,10.84628
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.81814,10.84916
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov + Togocom,0.77915,10.88166
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,Moov + Togocom,0.50423,10.97235
Savanes,Kpendjal,Kpendjal 1,Mandouri,Togocom,0.77587,10.91297
Savanes,Kpendjal,Kpendjal 1,Mandouri,Togocom,0.78996,10.9446
Savanes,Kpendjal,Kpendjal 1,Mandouri,Togocom,0.79062,10.94624
Savanes,Kpendjal,Kpendjal 2,Borgou,Togocom,0.56039,10.7487
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Togocom,0.78401,10.96965
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Pogno,Togocom,0.50623,10.97409
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov,0.61049,10.96685
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov + Togocom,0.64454,10.94131
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov + Togocom,0.64434,10.94115
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov + Togocom,0.64362,10.94089
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov + Togocom,0.64361,10.94103
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov + Togocom,0.64358,10.94114
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov + Togocom,0.64313,10.939
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Togocom,0.61425,10.98437
Savanes,Kpendjal,Kpendjal 1,Mandouri,Moov,0.81446,10.85206
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Togocom,0.65549,10.92501
Maritime,Zio,Zio 4,Gapé-Centre,Moov,1.10375,6.60188
Savanes,Cinkassé,Cinkassé 2,Timbou,Moov + Togocom,0.11755,11.03601
Maritime,Zio,Zio 4,Gapé-Centre,Moov + Togocom,1.10382,6.60198
Savanes,Cinkassé,Cinkassé 2,Timbou,Moov + Togocom,0.11891,11.03708
Savanes,Cinkassé,Cinkassé 2,Timbou,Moov + Togocom,0.11899,11.0371
Maritime,Zio,Zio 4,Gapé-Centre,Moov + Togocom,1.1034,6.6023
Maritime,Zio,Zio 4,Gapé-Centre,Moov,1.10313,6.60251
Maritime,Zio,Zio 4,Gapé-Centre,Moov + Togocom,1.10334,6.60215
Maritime,Zio,Zio 4,Gapé-Centre,Non renseigné,1.10372,6.60215
Maritime,Zio,Zio 4,Gapé-Centre,Moov + Togocom,1.10277,6.6025
Savanes,Cinkassé,Cinkassé 2,Timbou,Moov + Togocom,0.11507,11.03143
Maritime,Zio,Zio 1,Davié,Moov + Togocom,1.21013,6.39664
Maritime,Zio,Zio 3,Agbélouvé,Moov + Togocom,1.16745,6.67914
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Moov + Togocom,0.6381,10.9419
Savanes,Kpendjal,Kpendjal 1,Koundjoaré,Togocom,0.63117,10.99332
Maritime,Zio,Zio 1,Davié,Togocom,1.19853,6.38554
